个人娱乐,#genre#
深圳卫视,http://192.168.100.1:50101/6000000001000002116/FifastbLive/index.m3u8$8M1080_华数
深圳卫视,http://192.168.100.1:50101/1000000001000009227/FifastbLive/index.m3u8$8M1080_易视腾
深圳卫视,http://192.168.100.1:50101/1000000005000265028/FifastbLive/index.m3u8$5.5M1080HEVC_易视腾
深圳卫视,http://192.168.100.1:50101/5000000010000024026/FifastbLive/index.m3u8$4M1080_百视通
深圳卫视,http://192.168.100.1:50101/1000000001000011645/FifastbLive/index.m3u8$4M1080_易视腾
四川康巴卫视,http://192.168.100.1:50101/1000000005000266002/FifastbLive/index.m3u8$4M576_易视腾
四川康巴卫视,http://192.168.100.1:50101/5000000003000001598/FifastbLive/index.m3u8$2.5M576_百视通
四川卫视,http://192.168.100.1:50101/5000000004000006119/FifastbLive/index.m3u8$7.5M1080_百视通
四川卫视,http://192.168.100.1:50101/1000000002000016825/FifastbLive/index.m3u8$4M1080_易视腾
探索纪录,http://192.168.100.1:50101/2000000004000000007/FifastbLive/index.m3u8$2.5M720_湖南bblive
探索纪录,http://192.168.100.1:50101/5359008697329269813/FifastbLive/index.m3u8$2.5M720_华数
天津卫视,http://192.168.100.1:50101/5000000004000006827/FifastbLive/index.m3u8$8M1080_百视通
天津卫视,http://192.168.100.1:50101/6000000001000009186/FifastbLive/index.m3u8$8M1080_华数
天津卫视,http://192.168.100.1:50101/1000000001000003475/FifastbLive/index.m3u8$8M1080_易视腾
天津卫视,http://192.168.100.1:50101/1000000005000265026/FifastbLive/index.m3u8$5.5M1080HEVC_易视腾
天津卫视,http://192.168.100.1:50101/5000000001000030788/FifastbLive/index.m3u8$4M1080_百视通
天津卫视,http://192.168.100.1:50101/1000000001000000831/FifastbLive/index.m3u8$4M1080_易视腾
西藏藏语卫视,http://192.168.100.1:50101/5000000002000021549/FifastbLive/index.m3u8$2.5M576_百视通
西藏卫视,http://192.168.100.1:50101/1000000002000015894/FifastbLive/index.m3u8$4M576_易视腾
新海南,http://192.168.100.1:50101/2000000003000000011/FifastbLive/index.m3u8$2.5M720_湖南bblive
新疆卫视,http://192.168.100.1:50101/1000000002000029441/FifastbLive/index.m3u8$4M576_易视腾
新疆卫视,http://192.168.100.1:50101/5000000006000040018/FifastbLive/index.m3u8$4M540_百视通
炫动3D,http://192.168.100.1:50101/2000000004000000012/FifastbLive/index.m3u8$2.5M720_湖南bblive
炫动3D,http://192.168.100.1:50101/6000000003000000558/FifastbLive/index.m3u8$2.5M720_华数
云南卫视,http://192.168.100.1:50101/5000000011000031120/FifastbLive/index.m3u8$6.8M1080_百视通
云南卫视,http://192.168.100.1:50101/1000000002000024694/FifastbLive/index.m3u8$4M1080_易视腾
云南卫视,http://192.168.100.1:50101/5000000006000040019/FifastbLive/index.m3u8$4M540_百视通
浙江教科影视,http://192.168.100.1:50101/2000000004000000001/FifastbLive/index.m3u8$1.8M576_湖南bblive
浙江卫视,http://192.168.100.1:50101/5000000004000007275/FifastbLive/index.m3u8$8M1080_百视通
浙江卫视,http://192.168.100.1:50101/6000000001000032070/FifastbLive/index.m3u8$8M1080_华数
浙江卫视,http://192.168.100.1:50101/1000000001000014260/FifastbLive/index.m3u8$8M1080_易视腾
浙江卫视,http://192.168.100.1:50101/1000000005000265031/FifastbLive/index.m3u8$5.5M1080HEVC_易视腾
浙江卫视,http://192.168.100.1:50101/5000000010000017320/FifastbLive/index.m3u8$4M1080_百视通
浙江卫视,http://192.168.100.1:50101/1000000001000009806/FifastbLive/index.m3u8$4M1080_易视腾
重庆卫视,http://192.168.100.1:50101/1000000001000001096/FifastbLive/index.m3u8$8M1080_易视腾
重庆卫视,http://192.168.100.1:50101/5000000004000025797/FifastbLive/index.m3u8$6.8M1080_百视通
重庆卫视,http://192.168.100.1:50101/1000000005000265017/FifastbLive/index.m3u8$5.5M1080HEVC_易视腾
重庆卫视,http://192.168.100.1:50101/1000000002000018937/FifastbLive/index.m3u8$4M1080_易视腾
中国教育1,http://192.168.100.1:50101/5000000002000002652/FifastbLive/index.m3u8$4M1080_百视通
中国教育1,http://192.168.100.1:50101/1000000002000027253/FifastbLive/index.m3u8$4M576_易视腾
中国教育1,http://192.168.100.1:50101/6000000003000018981/FifastbLive/index.m3u8$1.8M576_华数
中国教育2,http://192.168.100.1:50101/2000000003000000047/FifastbLive/index.m3u8$4M576_湖南bblive
中国教育2,http://192.168.100.1:50101/1000000005000266004/FifastbLive/index.m3u8$4M576_易视腾
中国教育2,http://192.168.100.1:50101/5000000011000031201/FifastbLive/index.m3u8$2.5M576_百视通
中国教育4,http://192.168.100.1:50101/5000000011000031126/FifastbLive/index.m3u8$6.8M1080_百视通
中国教育4,http://192.168.100.1:50101/1000000005000025333/FifastbLive/index.m3u8$4M576_易视腾
中国教育4,http://192.168.100.1:50101/5000000006000012123/FifastbLive/index.m3u8$2.5M576_百视通
中国教育4,http://192.168.100.1:50101/6000000005000042312/FifastbLive/index.m3u8$1.8M576_华数
中国天气,http://192.168.100.1:50101/5000000005000031974/FifastbLive/index.m3u8$3.5M576_百视通
中国天气,http://192.168.100.1:50101/2000000002000000057/FifastbLive/index.m3u8$3.5M540_湖南bblive
中华美食,http://192.168.100.1:50101/2000000003000000052/FifastbLive/index.m3u8$4M576_湖南bblive
中华美食,http://192.168.100.1:50101/1000000005000266015/FifastbLive/index.m3u8$4M576_易视腾
少儿动漫,http://192.168.100.1:50101/2000000004000000003/FifastbLive/index.m3u8$2.5M720_湖南bblive
少儿动漫,http://192.168.100.1:50101/8145334647720731271/FifastbLive/index.m3u8$2.5M720_华数
家庭理财频道,http://192.168.100.1:50101/5000000011000031210/FifastbLive/index.m3u8$2.5M576_百视通
家庭理财频道,http://192.168.100.1:50101/2000000002000000064/FifastbLive/index.m3u8$2.5M576_湖南bblive
江苏财富天下,http://192.168.100.1:50101/5000000011000031208/FifastbLive/index.m3u8$3.5M540_百视通
江苏财富天下,http://192.168.100.1:50101/2000000002000000069/FifastbLive/index.m3u8$3.5M540_湖南bblive
哒啵电竞,http://192.168.100.1:50101/2000000003000000066/FifastbLive/index.m3u8$4M1080_湖南bblive
哒啵电竞,http://192.168.100.1:50101/1000000006000032327/FifastbLive/index.m3u8$4M1080_易视腾
哒啵赛事,http://192.168.100.1:50101/2000000003000000004/FifastbLive/index.m3u8$4M1080_湖南bblive
哒啵赛事,http://192.168.100.1:50101/2000000003000000039/FifastbLive/index.m3u8$4M1080_湖南bblive
哒啵赛事,http://192.168.100.1:50101/2000000003000000040/FifastbLive/index.m3u8$4M1080_湖南bblive
哒啵赛事,http://192.168.100.1:50101/1000000001000003775/FifastbLive/index.m3u8$4M1080_易视腾
哒啵赛事,http://192.168.100.1:50101/1000000001000006906/FifastbLive/index.m3u8$4M1080_易视腾
电子竞技,http://192.168.100.1:50101/2000000004000000015/FifastbLive/index.m3u8$2.5M720_湖南bblive
电子竞技,http://192.168.100.1:50101/6000000003000011654/FifastbLive/index.m3u8$2.5M720_华数
高清娱乐,http://192.168.100.1:50101/2000000004000000013/FifastbLive/index.m3u8$2.5M720_湖南bblive
高清娱乐,http://192.168.100.1:50101/6000000003000001569/FifastbLive/index.m3u8$2.5M720_华数
黑莓电影,http://192.168.100.1:50101/2000000003000000001/FifastbLive/index.m3u8$4M1080_湖南bblive
黑莓电影,http://192.168.100.1:50101/1000000004000019624/FifastbLive/index.m3u8$4M1080_易视腾
黑莓动画,http://192.168.100.1:50101/2000000003000000002/FifastbLive/index.m3u8$4M1080_湖南bblive
黑莓动画,http://192.168.100.1:50101/1000000004000021734/FifastbLive/index.m3u8$4M1080_易视腾
华数服务,http://192.168.100.1:50101/2000000004000000025/FifastbLive/index.m3u8$4M720_湖南bblive
精彩影视,http://192.168.100.1:50101/2000000004000000063/FifastbLive/index.m3u8$7.2M1080_湖南bblive
精彩影视,http://192.168.100.1:50101/6000000006000320630/FifastbLive/index.m3u8$6.5M1080_华数
聚鲨环球精选,http://192.168.100.1:50101/6000000004000014516/FifastbLive/index.m3u8$1.8M576_华数
漫游世界,http://192.168.100.1:50101/2000000004000000017/FifastbLive/index.m3u8$2.5M720_湖南bblive
漫游世界,http://192.168.100.1:50101/6000000003000028434/FifastbLive/index.m3u8$2.5M720_华数
CGTN频道,#genre#
CGTN,http://192.168.100.1:50101/7745129417417101820/FifastbLive/index.m3u8$8M1080_湖南bblive
CGTN,http://192.168.100.1:50101/1000000002000009569/FifastbLive/index.m3u8$4M576_易视腾
CGTN阿拉伯语,http://192.168.100.1:50101/1000000006000280001/FifastbLive/index.m3u8$4M576_易视腾
CGTN俄语,http://192.168.100.1:50101/1000000006000280004/FifastbLive/index.m3u8$4M576_易视腾
CGTN法语,http://192.168.100.1:50101/1000000006000280003/FifastbLive/index.m3u8$4M576_易视腾
CGTN记录,http://192.168.100.1:50101/7114647837765104058/FifastbLive/index.m3u8$8M1080_湖南bblive
CGTN西班牙语,http://192.168.100.1:50101/1000000006000280002/FifastbLive/index.m3u8$4M576_易视腾
HOT频道,#genre#
Hot风尚音乐,http://192.168.100.1:50101/2000000004000000004/FifastbLive/index.m3u8$2.5M720_湖南bblive
Hot风尚音乐,http://192.168.100.1:50101/5529729098703832176/FifastbLive/index.m3u8$2.5M720_华数
Hot精品剧场,http://192.168.100.1:50101/2000000004000000002/FifastbLive/index.m3u8$2.5M720_湖南bblive
Hot精品剧场,http://192.168.100.1:50101/8230197131234717902/FifastbLive/index.m3u8$2.5M720_华数
Hot欧美影院,http://192.168.100.1:50101/2000000004000000005/FifastbLive/index.m3u8$2.5M720_湖南bblive
Hot欧美影院,http://192.168.100.1:50101/7185203501769528108/FifastbLive/index.m3u8$2.5M720_华数
Hot亚洲影院,http://192.168.100.1:50101/2000000004000000006/FifastbLive/index.m3u8$2.5M720_湖南bblive
Hot亚洲影院,http://192.168.100.1:50101/5841816227539527643/FifastbLive/index.m3u8$2.5M720_华数
NewTV频道,#genre#
NewTV爱情喜剧,http://192.168.100.1:50101/2000000003000000010/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级电视剧,http://192.168.100.1:50101/1000000006000268003/FifastbLive/index.m3u8$8M1080_易视腾
NewTV超级电视剧,http://192.168.100.1:50101/2000000003000000032/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级电视剧,http://192.168.100.1:50101/1000000001000008139/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级电视剧,http://192.168.100.1:50101/1000000004000024993/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级电影,http://192.168.100.1:50101/1000000003000012426/FifastbLive/index.m3u8$8M1080_易视腾
NewTV超级电影,http://192.168.100.1:50101/2000000003000000031/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级电影,http://192.168.100.1:50101/1000000001000012884/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级电影,http://192.168.100.1:50101/1000000004000002120/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级体育,http://192.168.100.1:50101/1000000001000009601/FifastbLive/index.m3u8$8M1080_易视腾
NewTV超级体育,http://192.168.100.1:50101/2000000003000000030/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级体育,http://192.168.100.1:50101/1000000001000009204/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级体育,http://192.168.100.1:50101/1000000004000007755/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级综艺,http://192.168.100.1:50101/1000000006000268002/FifastbLive/index.m3u8$8M1080_易视腾
NewTV超级综艺,http://192.168.100.1:50101/2000000003000000029/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级综艺,http://192.168.100.1:50101/1000000001000025771/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级综艺,http://192.168.100.1:50101/1000000004000023658/FifastbLive/index.m3u8$4M1080_易视腾
NewTV潮妈辣婆,http://192.168.100.1:50101/2000000003000000018/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV东北剧场,http://192.168.100.1:50101/1000000005000266013/FifastbLive/index.m3u8$4M1080_易视腾
NewTV东北热剧,http://192.168.100.1:50101/2000000003000000051/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV动作电影,http://192.168.100.1:50101/2000000003000000017/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV动作电影,http://192.168.100.1:50101/1000000004000018653/FifastbLive/index.m3u8$4M1080_易视腾
NewTV古装剧场,http://192.168.100.1:50101/2000000003000000024/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV欢乐剧场,http://192.168.100.1:50101/2000000003000000050/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV欢乐剧场,http://192.168.100.1:50101/1000000005000266012/FifastbLive/index.m3u8$4M1080_易视腾
NewTV家庭剧场,http://192.168.100.1:50101/2000000003000000012/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV家庭剧场,http://192.168.100.1:50101/1000000004000008284/FifastbLive/index.m3u8$4M1080_易视腾
NewTV金牌综艺,http://192.168.100.1:50101/2000000003000000005/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV金牌综艺,http://192.168.100.1:50101/1000000004000026167/FifastbLive/index.m3u8$4M1080_易视腾
NewTV惊悚悬疑,http://192.168.100.1:50101/2000000003000000015/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV惊悚悬疑,http://192.168.100.1:50101/1000000004000024282/FifastbLive/index.m3u8$4M1080_易视腾
NewTV精品大剧,http://192.168.100.1:50101/2000000003000000020/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV精品大剧,http://192.168.100.1:50101/1000000004000013968/FifastbLive/index.m3u8$4M1080_易视腾
NewTV精品纪录,http://192.168.100.1:50101/1000000004000013730/FifastbLive/index.m3u8$4M1080_易视腾
NewTV精品记录,http://192.168.100.1:50101/2000000003000000019/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV精品萌宠,http://192.168.100.1:50101/2000000003000000067/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV精品萌宠,http://192.168.100.1:50101/1000000006000032328/FifastbLive/index.m3u8$4M1080_易视腾
NewTV精品体育,http://192.168.100.1:50101/2000000003000000021/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV精品体育,http://192.168.100.1:50101/1000000004000014634/FifastbLive/index.m3u8$4M1080_易视腾
NewTV精品综合,http://192.168.100.1:50101/2000000003000000008/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV精品综合,http://192.168.100.1:50101/1000000004000019008/FifastbLive/index.m3u8$4M1080_易视腾
NewTV军旅剧场,http://192.168.100.1:50101/2000000003000000014/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV军事评论,http://192.168.100.1:50101/2000000003000000022/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV魅力潇湘,http://192.168.100.1:50101/2000000003000000041/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV魅力潇湘,http://192.168.100.1:50101/1000000001000006197/FifastbLive/index.m3u8$4M1080_易视腾
NewTV魅力潇湘,http://192.168.100.1:50101/1000000005000266014/FifastbLive/index.m3u8$4M1080_易视腾
NewTV明星大片,http://192.168.100.1:50101/2000000003000000016/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV农业致富,http://192.168.100.1:50101/2000000003000000003/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV武博世界,http://192.168.100.1:50101/2000000003000000007/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV炫舞未来,http://192.168.100.1:50101/2000000003000000044/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV炫舞未来,http://192.168.100.1:50101/1000000001000000515/FifastbLive/index.m3u8$4M1080_易视腾
NewTV怡伴健康,http://192.168.100.1:50101/2000000003000000023/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV怡伴健康,http://192.168.100.1:50101/1000000005000266011/FifastbLive/index.m3u8$4M1080_易视腾
NewTV中国功夫,http://192.168.100.1:50101/2000000003000000009/FifastbLive/index.m3u8$4M1080_湖南bblive
SiTV频道,#genre#
SiTV动漫秀场,http://192.168.100.1:50101/5000000011000031113/FifastbLive/index.m3u8$7M1080_百视通
SiTV动漫秀场,http://192.168.100.1:50101/5000000002000023636/FifastbLive/index.m3u8$4M1080_百视通
SiTV动漫秀场,http://192.168.100.1:50101/2000000002000000009/FifastbLive/index.m3u8$2.5M576_湖南bblive
SiTV都市剧场,http://192.168.100.1:50101/5000000011000031111/FifastbLive/index.m3u8$7M1080_百视通
SiTV都市剧场,http://192.168.100.1:50101/5000000002000004412/FifastbLive/index.m3u8$4M1080_百视通
SiTV都市剧场,http://192.168.100.1:50101/2000000002000000015/FifastbLive/index.m3u8$2.5M576_湖南bblive
SiTV法治天地,http://192.168.100.1:50101/9001547084732463424/FifastbLive/index.m3u8$7M1080_百视通
SiTV欢笑剧场,http://192.168.100.1:50101/5000000002000009455/FifastbLive/index.m3u8$4M1080_百视通
SiTV欢笑剧场,http://192.168.100.1:50101/2000000002000000016/FifastbLive/index.m3u8$3.5M1080_湖南bblive
SiTV金色学堂,http://192.168.100.1:50101/5000000010000026105/FifastbLive/index.m3u8$7M1080_百视通
SiTV金色学堂,http://192.168.100.1:50101/2000000002000000061/FifastbLive/index.m3u8$7M1080_湖南bblive
SiTV劲爆体育,http://192.168.100.1:50101/5000000002000029972/FifastbLive/index.m3u8$4M1080_百视通
SiTV劲爆体育,http://192.168.100.1:50101/2000000002000000008/FifastbLive/index.m3u8$1.2M540_湖南bblive
SiTV乐游,http://192.168.100.1:50101/5000000011000031112/FifastbLive/index.m3u8$7M1080_百视通
SiTV乐游,http://192.168.100.1:50101/2000000002000000092/FifastbLive/index.m3u8$7M1080_湖南bblive
SiTV乐游,http://192.168.100.1:50101/5000000006000040025/FifastbLive/index.m3u8$4M1080_百视通
SiTV乐游,http://192.168.100.1:50101/2000000002000000059/FifastbLive/index.m3u8$1.2M576_湖南bblive
SiTV魅力足球,http://192.168.100.1:50101/5000000011000031207/FifastbLive/index.m3u8$7M1080_百视通
SiTV魅力足球,http://192.168.100.1:50101/2000000002000000068/FifastbLive/index.m3u8$7M1080_湖南bblive
SiTV七彩戏剧,http://192.168.100.1:50101/5000000011000031116/FifastbLive/index.m3u8$7M1080_百视通
SiTV七彩戏剧,http://192.168.100.1:50101/2000000002000000010/FifastbLive/index.m3u8$7M1080_湖南bblive
SiTV生活时尚,http://192.168.100.1:50101/5000000002000019634/FifastbLive/index.m3u8$4M1080_百视通
SiTV生活时尚,http://192.168.100.1:50101/2000000002000000006/FifastbLive/index.m3u8$2.5M720_湖南bblive
SiTV游戏风云,http://192.168.100.1:50101/5000000011000031114/FifastbLive/index.m3u8$7M1080_百视通
SiTV游戏风云,http://192.168.100.1:50101/5000000002000027005/FifastbLive/index.m3u8$4M1080_百视通
SiTV游戏风云,http://192.168.100.1:50101/2000000002000000011/FifastbLive/index.m3u8$2.5M576_湖南bblive
iHOT频道,#genre#
爱谍战,http://192.168.100.1:50101/6000000006000070630/FifastbLive/index.m3u8$7.2M1080_华数
爱谍战,http://192.168.100.1:50101/2000000004000000038/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱动漫,http://192.168.100.1:50101/6000000006000280630/FifastbLive/index.m3u8$7.2M1080_华数
爱动漫,http://192.168.100.1:50101/2000000004000000059/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱都市,http://192.168.100.1:50101/6000000006000080630/FifastbLive/index.m3u8$7.2M1080_华数
爱怀旧,http://192.168.100.1:50101/6000000006000260630/FifastbLive/index.m3u8$7.2M1080_华数
爱经典,http://192.168.100.1:50101/6000000006000060630/FifastbLive/index.m3u8$7.2M1080_华数
爱科幻,http://192.168.100.1:50101/6000000006000020630/FifastbLive/index.m3u8$7.2M1080_华数
爱科幻,http://192.168.100.1:50101/2000000004000000033/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱科学,http://192.168.100.1:50101/6000000006000160630/FifastbLive/index.m3u8$7.2M1080_华数
爱科学,http://192.168.100.1:50101/2000000004000000047/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱浪漫,http://192.168.100.1:50101/6000000006000040630/FifastbLive/index.m3u8$7.2M1080_华数
爱浪漫,http://192.168.100.1:50101/2000000004000000035/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱历史,http://192.168.100.1:50101/6000000006000150630/FifastbLive/index.m3u8$7.2M1080_华数
爱历史,http://192.168.100.1:50101/2000000004000000046/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱旅行,http://192.168.100.1:50101/6000000006000250630/FifastbLive/index.m3u8$7.2M1080_华数
爱旅行,http://192.168.100.1:50101/2000000004000000056/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱奇谈,http://192.168.100.1:50101/6000000006000270630/FifastbLive/index.m3u8$7.2M1080_华数
爱奇谈,http://192.168.100.1:50101/2000000004000000058/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱青春,http://192.168.100.1:50101/6000000006000100630/FifastbLive/index.m3u8$7.2M1080_华数
爱赛车,http://192.168.100.1:50101/6000000006000240630/FifastbLive/index.m3u8$7.2M1080_华数
爱赛车,http://192.168.100.1:50101/2000000004000000055/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱体育,http://192.168.100.1:50101/6000000006000290630/FifastbLive/index.m3u8$7.2M1080_华数
爱体育,http://192.168.100.1:50101/2000000004000000060/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱玩具,http://192.168.100.1:50101/6000000006000220630/FifastbLive/index.m3u8$7.2M1080_华数
爱玩具,http://192.168.100.1:50101/2000000004000000053/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱喜剧,http://192.168.100.1:50101/6000000006000010630/FifastbLive/index.m3u8$7.2M1080_华数
爱喜剧,http://192.168.100.1:50101/2000000004000000032/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱悬疑,http://192.168.100.1:50101/6000000006000050630/FifastbLive/index.m3u8$7.2M1080_华数
爱悬疑,http://192.168.100.1:50101/2000000004000000036/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱幼教,http://192.168.100.1:50101/6000000006000180630/FifastbLive/index.m3u8$7.2M1080_华数
爱幼教,http://192.168.100.1:50101/2000000004000000049/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱院线,http://192.168.100.1:50101/6000000006000030630/FifastbLive/index.m3u8$7.2M1080_华数
爱院线,http://192.168.100.1:50101/2000000004000000034/FifastbLive/index.m3u8$6.8M1080_湖南bblive
百视通频道,#genre#
华语影院,http://192.168.100.1:50101/5000000011000288005/FifastbLive/index.m3u8
星光影院,http://192.168.100.1:50101/5000000011000288013/FifastbLive/index.m3u8
全球大片,http://192.168.100.1:50101/5000000011000288009/FifastbLive/index.m3u8
热门剧场,http://192.168.100.1:50101/5000000011000288010/FifastbLive/index.m3u8
谍战剧场,http://192.168.100.1:50101/5000000011000288004/FifastbLive/index.m3u8
青春动漫,http://192.168.100.1:50101/5000000011000288008/FifastbLive/index.m3u8
宝宝动画,http://192.168.100.1:50101/5000000011000288002/FifastbLive/index.m3u8
戏曲精选,http://192.168.100.1:50101/5000000011000288012/FifastbLive/index.m3u8
热门综艺,http://192.168.100.1:50101/5000000011000288011/FifastbLive/index.m3u8
健康养生,http://192.168.100.1:50101/5000000011000288006/FifastbLive/index.m3u8
百变课堂,http://192.168.100.1:50101/5000000011000288001/FifastbLive/index.m3u8
看天下精选,http://192.168.100.1:50101/5000000011000288007/FifastbLive/index.m3u8
电竞天堂,http://192.168.100.1:50101/5000000011000288003/FifastbLive/index.m3u8
百视通,http://192.168.100.1:50101/5000000001000001116/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000002898/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000004876/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000004953/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000006777/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000017342/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000018009/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000019233/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000022620/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000023256/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/5000000001000026930/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/2000000002000000050/FifastbLive/index.m3u8$2.5M720_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000052/FifastbLive/index.m3u8$2.5M720_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000024/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000025/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000026/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000027/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000028/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000029/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000030/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000049/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/2000000002000000051/FifastbLive/index.m3u8$1.2M576_湖南bblive
咪咕频道,#genre#
咪咕全民热练,http://192.168.100.1:50101/2000000003000000068/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕全民热练,http://192.168.100.1:50101/1000000006000270007/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/3000000020000011528/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.100.1:50101/3000000020000011529/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.100.1:50101/3000000020000011530/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.100.1:50101/3000000020000011531/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.100.1:50101/2000000003000000060/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/2000000003000000061/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/2000000003000000062/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/2000000003000000063/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/2000000003000000064/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/2000000003000000065/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/1000000006000270001/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/1000000006000270002/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/1000000006000270003/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/1000000006000270004/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/1000000006000270005/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/1000000006000270006/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/3000000010000000097/FifastbLive/index.m3u8$5M1080_咪视通
